,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
546,ELECR24-1409,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/16/2024,05/10/2024,01/13/2025,07/26/2024,Permit,700 Leona Dr Ann Arbor MI 48103,09-09-19-304-067,Installation of (6) Solar panels on the existing roof of the  detached garage and (2) panels on the existing roof of the home.
547,ELECR24-1436,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/16/2024,05/14/2024,02/19/2025,08/28/2024,Permit,2115 Arlene St Ann Arbor MI 48103,09-09-19-311-007,Install 4.455KW PV solar system.
548,ELECR24-1465,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/30/2024,05/16/2024,01/27/2025,08/03/2024,Permit,617 Spring St Ann Arbor MI 48103,09-09-20-315-016,"Installation of (48) solar panels with microinverters, (3) home energy storage systems, (2) surge arrestors and (2) consumption meters."
549,ELECR24-1483,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/30/2024,05/17/2024,01/06/2025,07/12/2024,Permit,1629 Granger Ave Ann Arbor MI 48104,09-09-33-424-002,Installing 12 roof mounted solar panels.
550,ELECR24-1513,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/05/2024,05/20/2024,02/25/2025,09/01/2024,Permit,3154 Sunnywood Dr Ann Arbor MI 48103,09-08-25-212-003,Battery backup added to existing solar pv system
551,ELECR24-1547,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/30/2024,05/23/2024,04/22/2025,11/08/2024,Permit,1807 Hanover Rd Ann Arbor MI 48103,09-09-31-304-001,7.2 kW PV Solar Panel Installation on Roof
552,ELECR24-1553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2024,05/23/2024,07/21/2025,01/22/2025,Permit,3625 Fox Hunt Dr Ann Arbor MI 48105,09-09-26-103-034,installation of 14 panel roof mounted solar array with 2 backup batteries
553,ELECR24-1556,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,09/30/2025,03/16/2025,Permit,2259 Trillium Ln Ann Arbor MI 48104,09-12-03-100-012,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
554,ELECR24-1557,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,03/18/2026,12/23/2024,Permit,2251 Trillium Ln Ann Arbor MI 48104,09-12-03-100-016,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
555,ELECR24-1558,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,10/29/2025,01/24/2025,Permit,2265 Trillium Ln Ann Arbor MI 48104,09-12-03-100-010,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
556,ELECR24-1559,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,10/14/2025,02/23/2025,Permit,2243 Trillium Ln Ann Arbor MI 48104,09-12-03-100-019,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
557,ELECR24-1560,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,03/02/2026,04/23/2025,Permit,2245 Trillium Ln Ann Arbor MI 48104,09-12-03-100-018,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
558,ELECR24-1561,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,06/15/2024,05/23/2024,12/15/2025,04/23/2025,Permit,2247 Trillium Ln Ann Arbor MI 48104,09-12-03-100-017,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
559,ELECR24-1563,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,07/05/2024,05/24/2024,01/02/2025,01/02/2025,Permit,542 S Ashley St Ann Arbor MI 48103,09-09-29-413-010,installation of 14 panel solar array without battery backup
560,ELECR24-1617,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,06/11/2024,05/30/2024,12/09/2024,12/09/2024,Permit,585 Concord Pines Dr Ann Arbor MI 48105,09-09-25-200-151,6.4 kW PV Solar Panel Installation on Roof
561,ELECR24-1630,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/11/2024,05/30/2024,12/18/2024,12/18/2024,Permit,2359 Prairie St Ann Arbor MI 48105,09-09-15-405-028,9.2 kW roof mount solar
562,ELECR24-1635,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/15/2024,05/30/2024,01/14/2025,07/31/2024,Permit,2065 Norfolk Ave Ann Arbor MI 48103,09-09-31-206-048,Installing solar panels on existing roof of residential home. Installing Enphase batteries (Qty:2).
563,ELECR24-1679,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/15/2024,06/04/2024,02/03/2025,08/06/2024,Permit,2041 S Seventh St Ann Arbor MI 48103,09-12-06-102-004,5.2 kW Addition
564,ELECR24-1684,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/05/2024,06/04/2024,05/05/2025,11/05/2024,Permit,543 S Seventh St Ann Arbor MI 48103,09-09-29-322-022,Installing 19 roof mounted solar panels.
565,ELECR24-1714,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/15/2024,06/05/2024,12/30/2024,12/30/2024,Permit,2072 Garden Cir Ann Arbor MI 48103,09-09-30-304-043,6.4 kW Roof Mount Array
566,ELECR24-1732,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,06/25/2024,06/06/2024,04/07/2025,04/07/2025,Permit,2240 Rivenoak Ct Ann Arbor MI 48103,09-09-18-400-114,Rooftop Solar PV System w/ Battery Backup
567,ELECR24-1742,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/25/2024,06/07/2024,03/12/2025,09/14/2024,Permit,1430 Glastonbury Rd Ann Arbor MI 48103,09-09-31-310-025,"5.6kW Roof Mount Array
10kWh Battery"
568,ELECR24-1757,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2024,06/10/2024,01/15/2025,07/24/2024,Permit,3132 Birchwood Dr Ann Arbor MI 48105,09-09-10-303-044,Installing 14 roof mounted solar panels.
569,ELECR24-1781,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/25/2024,06/11/2024,03/10/2025,09/14/2024,Permit,2881 Ticknor Ct Ann Arbor MI 48104,09-12-04-408-054,Rooftop Solar PV install
570,ELECR24-1804,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/25/2024,06/13/2024,02/26/2025,09/06/2024,Permit,1611 Abbott Ave Ann Arbor MI 48103,09-09-30-111-001,Installing 10 roof mounted solar panels.
571,ELECR24-1823,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,07/01/2024,06/14/2024,12/30/2024,12/30/2024,Permit,1508 Ottawa Rd Ann Arbor MI 48105,09-09-21-216-010,3.2 kW Roof Mount Array with batteries
572,ELECR24-1829,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/25/2024,06/17/2024,01/22/2025,07/31/2024,Permit,840 Watershed Dr Ann Arbor MI 48105,09-09-26-203-011,Installing 21 roof mounted solar panels.
573,ELECR24-1912,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/17/2024,06/25/2024,03/24/2025,09/27/2024,Permit,1700 Fulmer St Ann Arbor MI 48103,09-09-19-202-089,Installing solar on roof and a battery in the garage.
574,ELECR24-1915,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/30/2024,06/25/2024,03/10/2025,09/11/2024,Permit,1000 Catherine St Ann Arbor MI 48104,09-09-28-213-040,Installing solar on roof
575,ELECR24-2021,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/05/2024,07/03/2024,02/24/2025,09/06/2024,Permit,3090 Geddes Ave Ann Arbor MI 48104,09-09-34-116-020,Installing 20 roof mounted solar panels.
576,ELECR24-2077,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/10/2024,03/03/2025,09/06/2024,Permit,2241 Delaware Dr Ann Arbor MI 48103,09-12-06-109-007,Adding 8 solar panels to his existing solar system.
577,ELECR24-2078,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/06/2024,07/10/2024,08/19/2025,02/26/2025,Permit,3446 Gettysburg Rd Ann Arbor MI 48105,09-09-14-212-009,Installing 18 roof mounted solar panels.
578,ELECR24-2087,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/26/2024,07/10/2024,03/19/2025,03/19/2025,Permit,618 Fountain St Ann Arbor MI 48103,09-09-20-315-003,5.2 kW roof mount array
579,ELECR24-2093,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,07/10/2024,02/19/2025,08/24/2024,Permit,2003 Camelot Rd Ann Arbor MI 48104,09-12-03-204-005,4.0 kW roof mount solar
580,ELECR24-2099,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,07/10/2024,03/05/2025,09/07/2024,Permit,1101 Pauline Blvd Ann Arbor MI 48103,09-09-31-112-042,Installing solar on roof and a battery in the basement.
581,ELECR24-2155,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/22/2024,07/16/2024,04/29/2025,11/03/2024,Permit,2023 Day St Ann Arbor MI 48104,09-09-33-109-009,Installing 11 roof mounted solar panels.
582,ELECR24-2159,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,07/17/2024,03/17/2025,09/20/2024,Permit,815 Berkshire Rd Ann Arbor MI 48104,09-09-34-210-006,Installing 19 roof mounted solar panels.
583,ELECR24-2160,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/20/2024,07/17/2024,03/24/2025,09/29/2024,Permit,2025 Wiltshire Ct Ann Arbor MI 48103,09-12-06-200-027,Installing 15 roof mounted solar panels.
584,ELECR24-2166,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/08/2024,07/17/2024,02/24/2025,10/13/2024,Permit,3365 Cromwell Rd Ann Arbor MI 48105,09-09-11-300-010,3.28 kW PV Solar Panel Installation on Roof
585,ELECR24-2189,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/06/2024,07/19/2024,03/03/2025,09/06/2024,Permit,5 Trowbridge Ct Ann Arbor MI 48108,09-12-10-303-074,Roof mount solar system installation
586,ELECR24-2199,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/14/2024,07/22/2024,02/12/2025,08/19/2024,Permit,3 Dover Ct Ann Arbor MI 48103,09-09-30-314-015,Valdes-Pierce  5.6 kW DC/ 4.1 kW AC Residential Roof-mount Solar System: Need inspection of previously inspected solar array for DTE. Solar array was passed inspection 4/25/2023 # ELECR22-3891
587,ELECR24-2241,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/06/2024,07/25/2024,07/09/2025,01/15/2025,Permit,815 Barton Dr Ann Arbor MI 48105,09-09-21-206-022,"3 solar arrays. 3x5 over garage roof, a 1x5 in between the dormers and gutter, and a 2x2 on a structure built by others. Panel upgrade, 100a to 200A."
588,ELECR24-2253,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/27/2024,07/26/2024,05/05/2025,11/29/2024,Permit,1512 Montclair Pl Ann Arbor MI 48104,09-09-33-326-023,"Installation of (20) Meyer Burger 390's 
(1) SolarEdge Inverter, and (2) SolarEdge Home Batteries."
589,ELECR24-2271,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/29/2024,03/25/2025,09/29/2024,Permit,3440 Vintage Valley Rd Ann Arbor MI 48105,09-09-23-301-011,Installing 18 roof mounted solar panels.
590,ELECR24-2284,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/30/2024,10/06/2025,03/07/2025,Permit,3373 Cromwell Rd Ann Arbor MI 48105,09-09-11-300-008,Installing 17 roof mounted solar panels.
591,ELECR24-2286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/13/2024,07/30/2024,03/19/2025,09/28/2024,Permit,1288 Bird Rd Ann Arbor MI 48103,09-09-18-100-004,Installing 22 roof mounted solar panels.
592,ELECR24-2289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/30/2024,03/24/2025,09/27/2024,Permit,2382 Timbercrest Ct Ann Arbor MI 48105,09-09-10-303-060,Installing 17 roof mounted solar panels.
593,ELECR24-2290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/30/2024,04/21/2025,10/23/2024,Permit,306 Mark Hannah Pl Ann Arbor MI 48103,09-09-30-135-023,Installing 21 roof mounted solar panels.
594,ELECR24-2297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,07/30/2024,03/18/2025,11/08/2024,Permit,1920 Hampton Ct Ann Arbor MI 48103,09-09-30-316-012,3.28 kW PV Solar Panel Installation on Roof
595,ELECR24-2324,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/05/2024,08/01/2024,05/07/2025,11/09/2024,Permit,1508 Warwick Ct Ann Arbor MI 48103,09-09-31-306-028,Rooftop Solar PV Install w/ Battery Backup
596,ELECR24-2326,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/22/2024,08/01/2024,04/16/2025,10/23/2024,Permit,1307 Brooks St Ann Arbor MI 48103,09-09-20-208-005,Rooftop Solar PV Install w/ Battery Backup
597,ELECR24-2346,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/26/2024,08/02/2024,04/04/2025,10/10/2024,Permit,1866 Virnankay Cir Ann Arbor MI 48103,09-09-31-214-043,"Installation of (13) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
598,ELECR24-2364,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,08/05/2024,05/05/2025,05/05/2025,Permit,2163 Champagne Dr Ann Arbor MI 48108,09-12-10-301-037,5.2 kW Roof Mount Array
599,ELECR24-2365,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,08/05/2024,06/02/2025,12/05/2024,Permit,2991 Leslie Park Cir Ann Arbor MI 48105,09-09-16-100-044,9.6 kW Roof mount array
600,ELECR24-2392,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,08/07/2024,03/10/2025,10/13/2024,Permit,1445 Hatcher Cres Ann Arbor MI 48103,09-09-19-202-006,4.1 kW PV Solar Panel Installation on Roof
601,ELECR24-2436,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/12/2024,03/25/2025,03/16/2025,Permit,1646 E Stadium Blvd Ann Arbor MI 48104,09-09-33-409-007,Residential Rooftop Solar Rooftop 18 Panels. 200Amp service upgrade.
602,ELECR24-2457,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/16/2024,08/13/2024,07/28/2025,01/04/2025,Permit,2257 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
603,ELECR24-2464,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/16/2024,08/13/2024,07/28/2025,01/04/2025,Permit,2255 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
604,ELECR24-2465,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Withdrawn,,,08/13/2024,,,Permit,2270 Platt Rd Ann Arbor MI 48104,09-12-03-100-009,*WITHDRAWN BY APPLICANT* 24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
605,ELECR24-2467,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/13/2024,03/24/2025,09/29/2024,Permit,8 Bristol Ct Ann Arbor MI 48104,09-12-02-104-008,Removal and reinstallation of 3.2 kW roof-mounted PV solar system
606,ELECR24-2468,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/13/2024,11/10/2025,05/12/2025,Permit,383 Hilldale Dr Ann Arbor MI 48105,09-09-16-304-004,Installing 14 roof mounted solar panels.
607,ELECR24-2469,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/16/2024,08/13/2024,11/18/2025,04/21/2025,Permit,2253 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
608,ELECR24-2553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/23/2024,08/21/2024,04/30/2025,11/06/2024,Permit,236 Orchard Hills Dr Ann Arbor MI 48104,09-09-27-300-004,35.6 kW Roof mount array
609,ELECR24-2617,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/21/2025,11/02/2024,Permit,2235 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
610,ELECR24-2618,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/07/2025,10/18/2024,Permit,2237 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
611,ELECR24-2619,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/12/2025,10/05/2024,Permit,2239 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
612,ELECR24-2620,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/16/2024,08/28/2024,09/22/2025,02/23/2025,Permit,2263 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,40EA - Jinko 425W Panels with 20kWh Sonnen Battery
613,ELECR24-2649,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/16/2024,08/30/2024,04/21/2025,10/24/2024,Permit,1516 Arborview Blvd Ann Arbor MI 48103,09-09-19-415-033,"Installation of (21) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
614,ELECR24-2651,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/25/2024,08/30/2024,05/12/2025,11/17/2024,Permit,2235 Yorktown Dr Ann Arbor MI 48105,09-09-14-301-037,Rooftop Solar PV w/ Battery Backup Installation
615,ELECR24-2653,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/31/2024,08/30/2024,05/05/2025,11/10/2024,Permit,1011 Rose Ave Ann Arbor MI 48104,09-09-33-330-030,Rooftop solar pv w/ battery backup install
616,ELECR24-2654,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/16/2024,08/30/2024,04/23/2025,10/30/2024,Permit,1047 Martin Pl Ann Arbor MI 48104,09-09-33-104-007,rooftop solar pv with battery backup install
617,ELECR24-2656,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/18/2024,08/30/2024,05/19/2025,11/28/2024,Permit,2651 Hampshire Rd Ann Arbor MI 48104,09-12-03-403-023,Rooftop Solar & Battery Install
618,ELECR24-2675,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/25/2024,09/03/2024,04/07/2025,10/10/2024,Permit,690 Vine Ct Ann Arbor MI 48103,09-08-24-400-020,"Installation of (24) roof mounted solar panels with microinverters and (1) home energy storage system.

The existing home energy storage system and surge arrestor were installed under ELECR24-1335."
