,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description,Year
30668,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:16Z,2023-07-12 16:48:00.430000+00:00,2024-03-12T15:59:28Z,2023-10-11T04:00:00Z,225,Murray,,48103,Installing roof mounted solar panels.,2023.0
30675,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:09:40Z,2023-07-12 21:04:58.007000+00:00,2024-05-14T23:48:10Z,2023-11-17T05:00:00Z,3895,Waldenwood,,48105,8.88 kW Roof Mounted Solar Array with Battery Backup,2023.0
30983,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-07-23T18:14:09Z,2023-07-13 14:34:18.200000+00:00,2024-08-21T15:22:29Z,,3465,Huron River,,48104,25.68 kW Ground Mount Array,2023.0
31118,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:19Z,2023-07-12 13:10:03.257000+00:00,2024-02-12T15:44:30Z,2023-08-16T04:00:00Z,1407,Wakefield,,48103,NO SOLAR PANELS ARE BEING INSTALLED. Installation of (2) Tesla Powerwall batteries in the detached garage on the property with 15' of trenching to the home and a surge arrester.,2023.0
31125,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:16Z,2023-07-12 16:48:00.430000+00:00,2024-03-12T15:59:28Z,2023-10-11T04:00:00Z,225,Murray,,48103,Installing roof mounted solar panels.,2023.0
31132,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:09:40Z,2023-07-12 21:04:58.007000+00:00,2024-05-14T23:48:10Z,2023-11-17T05:00:00Z,3895,Waldenwood,,48105,8.88 kW Roof Mounted Solar Array with Battery Backup,2023.0
31139,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:38Z,2023-07-13 15:16:33.533000+00:00,2024-03-11T13:57:43Z,2023-09-14T04:00:00Z,2766,Maplewood,,48104,Installing roof mounted solar panels.,2023.0
31140,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:48Z,2023-07-13 15:24:30.063000+00:00,2024-03-11T14:29:52Z,2023-09-14T04:00:00Z,2126,Fair,,48103,Installing roof mounted solar panels.,2023.0
31175,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:14:13Z,2023-07-17 15:33:14.600000+00:00,2024-03-13T15:50:55Z,2023-09-06T04:00:00Z,2425,Traver,,48105,9.43 kW Roof Mount Array,2023.0
31176,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:26Z,2023-07-17 16:27:27.290000+00:00,2024-02-19T15:52:34Z,2023-08-24T04:00:00Z,1161,Wendy,,48103,6.84 kW Roof Mounted 18 Panel Solar Array with Battery Backup,2023.0
31196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:11:23Z,2023-07-18 13:39:23.307000+00:00,2024-04-01T13:54:53Z,2023-10-03T04:00:00Z,3027,Lexington,,48105,Installing 10 roof mounted solar panels.,2023.0
31594,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-08-08T13:40:22Z,2023-07-26 13:10:09.127000+00:00,2024-02-05T14:39:42Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof Mount Solar,2023.0
31694,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Expired,2023-08-08T13:40:12Z,2023-07-25 17:35:08.217000+00:00,2024-02-05T14:39:51Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof mount solar on canopies,2023.0
31769,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-07-30T11:35:34Z,2023-07-24 23:30:17.633000+00:00,2024-02-27T02:17:56Z,2023-08-23T04:00:00Z,2073,Garden,,48103,13 Solar Panel System,2023.0
31770,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:34:29Z,2023-07-25 00:07:52.330000+00:00,2024-04-17T13:53:07Z,2023-10-21T04:00:00Z,426,Eberwhite,,48103,7.38 kW Roof Mount Array,2023.0
32146,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-08-08T13:40:22Z,2023-07-26 13:10:09.127000+00:00,2024-02-05T14:39:42Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof Mount Solar,2023.0
32286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:15:15Z,2023-08-01 15:36:00.170000+00:00,2024-03-11T15:28:24Z,2023-09-13T04:00:00Z,2106,Vinewood,,48104,6.46 kW Roof Mounted 17 Panel Solar Array,2023.0
32760,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:13:26Z,2023-08-03 18:47:21.557000+00:00,2024-04-22T16:08:51Z,2023-10-25T04:00:00Z,3294,Bluett,,48105,15.6 kW Roof Mount System,2023.0
32805,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-20T16:42:02Z,2023-08-09 12:29:33.300000+00:00,2024-05-31T15:10:28Z,2023-12-04T05:00:00Z,506,Eighth,,48103,Add to existing solar - 12 panels at 400 Watt,2023.0
33141,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-08-21T21:49:48Z,2023-08-11 19:27:06.017000+00:00,2024-08-05T17:39:34Z,,2120,Traver,,48105,40.66 kW Solar Carport,2023.0
33201,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Requires Resubmit,,2023-08-15 17:29:47.243000+00:00,,,6,Rockland,,48108,Grid tied roof mount solar array,2023.0
33262,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-08-28T19:44:22Z,2023-08-11 19:41:14.583000+00:00,2024-09-23T14:17:52Z,2024-03-28T04:00:00Z,2120,Traver,,48105,40.66 kW Solar Carport,2023.0
33289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-20T16:42:02Z,2023-08-09 12:29:33.300000+00:00,2024-05-31T15:10:28Z,2023-12-04T05:00:00Z,506,Eighth,,48103,Add to existing solar - 12 panels at 400 Watt,2023.0
33331,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:03:15Z,2023-08-11 13:41:51.657000+00:00,2024-04-29T15:57:21Z,2023-11-01T04:00:00Z,2260,Chaucer,,48103,Installing 22 roof mounted solar panels.,2023.0
33343,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2023-09-05T19:26:08Z,2023-08-14 14:15:47.077000+00:00,2024-10-15T17:16:42Z,,544,Fifth,,48103,Roof Mount Solar Panels with Battery Backup,2023.0
33348,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:08:11Z,2023-08-14 18:23:38.330000+00:00,2024-04-10T15:08:06Z,2023-10-14T04:00:00Z,1192,Westport,,48103,"Installation of (10) 385W solar panels 
3.85 KW",2023.0
33358,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-13T15:36:03Z,2023-08-15 17:20:46.213000+00:00,2024-06-10T13:16:05Z,2023-12-12T05:00:00Z,6,Rockland,,48108,Grid tied roof mount solar array,2023.0
33771,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-08-18 21:13:27.563000+00:00,,,6,Rockland,,48108,"**Valuation updated from $0 to $12,840**Roof mount solar array",2023.0
33863,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:09:05Z,2023-08-17 21:03:51.173000+00:00,2024-04-01T13:21:10Z,2023-10-03T04:00:00Z,3045,Springbrook,,48108,3.2 kW PV Solar Panel Installation on Roof,2023.0
33885,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:09:25Z,2023-08-21 18:24:32.067000+00:00,2024-04-10T19:13:32Z,2023-10-14T04:00:00Z,2787,Manchester,,48104,Installation of (19) 380W solar panels and (19) Enphase IQ8M microinverters,2023.0
34398,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:25:12Z,2023-08-29 16:18:05.557000+00:00,2024-07-08T13:55:32Z,2024-01-10T05:00:00Z,2514,Banyan,,48103,6 kW PV Solar Panel Installation on Roof,2023.0
34822,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-09-13T14:16:27Z,2023-09-01 12:49:00.073000+00:00,2024-06-10T14:45:01Z,2023-12-14T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project,2023.0
34886,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-09-13T10:31:35Z,2023-09-06 20:22:43.417000+00:00,2024-08-21T16:25:03Z,2024-02-28T05:00:00Z,3425,Platt,,48108,9.43 kW Roof Mount Solar,2023.0
34915,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:36:41Z,2023-08-31 16:27:21.163000+00:00,2024-04-29T13:10:36Z,2023-11-02T04:00:00Z,3001,Fernwood,,48108,"installation of  24 panel roof mounted solar array, no battery.   System will be tapped into main building feed to lower bills for all occupants.",2023.0
34961,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:12Z,2023-09-06 13:58:03.343000+00:00,2024-07-02T14:28:02Z,2024-01-05T05:00:00Z,3450,Wexford,,48108,installation of 31 panel roof mounted solar array on existing residence.,2023.0
34966,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-13T19:55:16Z,2023-09-06 17:36:35.427000+00:00,2024-06-10T14:45:01Z,2023-12-02T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project,2023.0
35355,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-09-13 00:38:08.233000+00:00,,,2521,Jade,,48103,**NOT REQUIRED.  REFUND REQUEST SUBMITTED**  8.3 kW PV Solar Panel Installation on Roof -- 20 panels,2023.0
35390,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-09-13T10:31:35Z,2023-09-06 20:22:43.417000+00:00,2024-08-21T16:25:03Z,2024-02-28T05:00:00Z,3425,Platt,,48108,9.43 kW Roof Mount Solar,2023.0
35419,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:12Z,2023-09-06 13:58:03.343000+00:00,2024-07-02T14:28:02Z,2024-01-05T05:00:00Z,3450,Wexford,,48108,installation of 31 panel roof mounted solar array on existing residence.,2023.0
35424,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-13T19:55:16Z,2023-09-06 17:36:35.427000+00:00,2024-06-10T14:45:01Z,2023-12-02T05:00:00Z,1119,Saunders,,48103,18 panel roof top solar project,2023.0
35434,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-09-14T13:04:53Z,2023-09-07 15:47:43.053000+00:00,2024-05-13T21:42:55Z,2023-11-14T05:00:00Z,1740,Timber,,48103,Installation of a 14.4kWh battery to an existing solar system.,2023.0
35441,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:30Z,2023-09-07 19:45:08.500000+00:00,2024-05-10T23:14:33Z,2023-11-13T05:00:00Z,1210,Clague,,48103,5.20 kW Roof Mount Array,2023.0
35451,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:03:19Z,2023-09-08 14:53:57.017000+00:00,2024-04-01T14:26:13Z,2023-10-03T04:00:00Z,322,Doty,,48103,Installing two batteries to existing solar system previously installed.,2023.0
35452,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-11-02T18:21:23Z,2023-09-08 16:02:26.067000+00:00,2024-04-30T18:21:20Z,2024-04-30T04:00:00Z,545,Archwood,,48103,Add on 6 solar panels,2023.0
35463,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:02:46Z,2023-09-11 12:50:41.260000+00:00,2024-07-15T17:59:02Z,2024-01-17T05:00:00Z,2764,Holyoke,,48103,Installation of 19 (Solar Panels) and (19) Enphase IQ8M invertors.,2023.0
35466,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:43Z,2023-09-11 14:28:38.253000+00:00,2024-05-07T14:49:51Z,2023-11-10T05:00:00Z,321,Montgomery,,48103,Installing 15 roof mounted solar panels.,2023.0
35467,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:37:52Z,2023-09-11 14:49:04.007000+00:00,2024-05-14T23:32:40Z,2023-11-17T05:00:00Z,1626,Peach,,48105,Solar was previously installed we will just be adding a enphase battery to this existing solar system.,2023.0
35468,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-13T20:46:09Z,2023-09-11 15:32:31.600000+00:00,2024-05-31T14:53:58Z,2023-12-04T05:00:00Z,2305,Adare,,48104,Roof top Solar Array,2023.0
35471,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-14T13:01:46Z,2023-09-11 15:44:41.020000+00:00,2024-07-01T23:39:54Z,2024-01-04T05:00:00Z,1413,Culver,,48103,7.8kw Roof Mounted Solar 20 Panel Solar Array,2023.0
35474,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:41:23Z,2023-09-11 16:29:30.543000+00:00,2024-09-23T15:25:24Z,2024-03-28T04:00:00Z,2119,Woodside,,48104,8.58kw Roof Mounted 22 Panel Solar Array,2023.0
35501,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:42:44Z,2023-09-13 00:51:57.473000+00:00,2024-06-17T13:17:36Z,2024-02-08T05:00:00Z,2521,Jade,,48103,8.4 kW PV Solar Panel Installation on Roof -- 20 panels,2023.0
35841,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-09-13 00:38:08.233000+00:00,,,2521,Jade,,48103,**NOT REQUIRED.  REFUND REQUEST SUBMITTED**  8.3 kW PV Solar Panel Installation on Roof -- 20 panels,2023.0
35966,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:42:44Z,2023-09-13 00:51:57.473000+00:00,2024-06-17T13:17:36Z,2024-02-08T05:00:00Z,2521,Jade,,48103,8.4 kW PV Solar Panel Installation on Roof -- 20 panels,2023.0
35988,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Withdrawn,,2023-09-14 14:14:17.260000+00:00,,,2764,Holyoke,,48103,Installation of (19) 380W solar panels & (19) Microinverters.,2023.0
35989,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:39:28Z,2023-09-14 14:37:19.287000+00:00,2024-05-06T13:13:10Z,2023-11-09T05:00:00Z,1902,Independence,,48104,Installation of (15) 385W Solar Panels and (15) Microinverters on the existing roof of the home.,2023.0
35997,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:39:35Z,2023-09-14 20:05:01.357000+00:00,2024-04-29T13:17:05Z,2023-10-31T04:00:00Z,1382,Esch,,48104,"Installation of (2) Tesla Powerwall batteries in the garage of the home. The Tesla Gateway will replace the existing 200A Disconnect outside.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY BATTERIES!*",2023.0
35998,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:40:28Z,2023-09-14 20:21:07.100000+00:00,2024-04-16T15:10:18Z,2023-10-20T04:00:00Z,3417,Ashburnam,,48105,"Installation of (1) Tesla Powerwall battery in the garage of the home to be integrated with the existing solar on site.
*NO SOLAR WILL BE INSTALLED IN THIS PROJECT, ONLY A BATTERY!*",2023.0
36029,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-22T17:41:21Z,2023-09-15 17:50:51.290000+00:00,2024-05-01T14:56:53Z,2023-11-04T04:00:00Z,2939,Leslie Park,,48105,"Installation of (2) Tesla Powerwall batteries in the garage of an existing home.
*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*",2023.0
36035,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-27T19:11:14Z,2023-09-18 12:42:20.100000+00:00,2024-07-10T15:52:58Z,2024-01-13T05:00:00Z,1527,Catalina,,48103,,2023.0
36057,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-26T15:42:18Z,2023-09-18 17:51:57.273000+00:00,2024-06-17T13:29:23Z,2023-12-21T05:00:00Z,3352,Nordman,,48108,We are just adding a back up interface (BUI) to this existing solar system. The BUI will be installed near the meter.,2023.0
36088,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T11:38:44Z,2023-09-19 18:30:18.223000+00:00,2024-04-10T19:10:00Z,2023-10-14T04:00:00Z,720,Brooks,,48103,"**SEE ELECR23-2965 FOR FEES PAID**  NO SOLAR PANELS BEING INSTALLED. This job is JUST BATTERIES AND BATT INVERTER, and supporting wiring",2023.0
36092,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T20:44:49Z,2023-09-20 13:24:53.247000+00:00,2024-04-29T16:59:16Z,2023-11-01T04:00:00Z,2719,Radcliffe,,48104,6.24 kW Roof Mounted 16 Panel Solar Array,2023.0
36094,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:29:53Z,2023-09-20 13:56:07.550000+00:00,2024-08-28T14:38:50Z,2024-03-02T05:00:00Z,1720,Shadford,,48104,8.58kW Roof Mounted 22 Panel Solar Array with Battery Storage,2023.0
36095,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-27T19:27:51Z,2023-09-20 14:30:34.140000+00:00,2024-07-16T13:43:26Z,2024-01-19T05:00:00Z,402,Colin,,48103,7.02 kW Roof Mounted 18 Panel Solar Array,2023.0
36097,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:01Z,2023-09-20 16:00:41.083000+00:00,2024-07-15T18:20:14Z,2024-01-17T05:00:00Z,206,Crest,,48103,10.64 kW Roof Mounted 28 Panel Solar Array with Battery Backup,2023.0
36101,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:27Z,2023-09-20 17:57:30.060000+00:00,2024-04-30T13:48:10Z,2023-11-03T04:00:00Z,301,Brookside,,48105,6.205 kW Roof Mounted 17 Panel Solar Array with Battery Backup,2023.0
36407,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-09-27T20:49:16Z,2023-09-26 15:31:01.467000+00:00,2024-07-08T14:45:26Z,2024-01-11T05:00:00Z,310,Ashley,,48104,4.48 kW Roof Mount Array,2023.0
36452,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-10-24T19:33:59Z,2023-09-26 16:46:53.613000+00:00,2024-08-14T12:54:03Z,2024-02-17T05:00:00Z,941,Aberdeen,,48104,14.04 kW Roof Mounted 36 Panel Solar Array with Battery Backup,2023.0
36609,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-10-10T14:22:20Z,2023-09-25 19:01:04.300000+00:00,2024-07-08T14:45:26Z,2023-11-23T05:00:00Z,310,Ashley,,48104,4.48 kW Roof Mount Array,2023.0
36644,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-28T20:44:49Z,2023-09-20 13:24:53.247000+00:00,2024-04-29T16:59:16Z,2023-11-01T04:00:00Z,2719,Radcliffe,,48104,6.24 kW Roof Mounted 16 Panel Solar Array,2023.0
36646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:29:53Z,2023-09-20 13:56:07.550000+00:00,2024-08-28T14:38:50Z,2024-03-02T05:00:00Z,1720,Shadford,,48104,8.58kW Roof Mounted 22 Panel Solar Array with Battery Storage,2023.0
36647,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-27T19:27:51Z,2023-09-20 14:30:34.140000+00:00,2024-07-16T13:43:26Z,2024-01-19T05:00:00Z,402,Colin,,48103,7.02 kW Roof Mounted 18 Panel Solar Array,2023.0
36649,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-11T11:34:01Z,2023-09-20 16:00:41.083000+00:00,2024-07-15T18:20:14Z,2024-01-17T05:00:00Z,206,Crest,,48103,10.64 kW Roof Mounted 28 Panel Solar Array with Battery Backup,2023.0
36653,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:27Z,2023-09-20 17:57:30.060000+00:00,2024-04-30T13:48:10Z,2023-11-03T04:00:00Z,301,Brookside,,48105,6.205 kW Roof Mounted 17 Panel Solar Array with Battery Backup,2023.0
36727,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-11-01T21:19:51Z,2023-09-26 16:55:55.033000+00:00,2024-08-05T18:26:49Z,2024-03-03T05:00:00Z,941,Aberdeen,,48104,14.04 kW Roof Mounted 36 Panel Solar Array,2023.0
37031,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Final,2023-10-13T21:39:05Z,2023-09-28 17:56:22.503000+00:00,2024-09-26T19:31:23Z,2023-12-21T19:48:11Z,2855,Lakehurst,,48105,9 panel roof top solar array,2023.0
37166,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-10-14T19:41:51Z,2023-09-28 16:52:56.260000+00:00,2024-06-17T15:38:10Z,2023-12-21T05:00:00Z,2855,Lakehurst,,48105,9 panel roof top solar array,2023.0
37168,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:39Z,2023-09-28 17:42:21.183000+00:00,2024-07-10T14:55:57Z,2024-01-13T05:00:00Z,1435,Argyle,,48103,5.2 kW Roof Mount Array,2023.0
37235,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:08Z,2023-10-03 17:34:01.337000+00:00,2024-04-22T13:38:27Z,2023-10-24T04:00:00Z,3435,Ridgeline,,48105,20 (400) Watt Solar Panels Roof Mounted with SolarEdge Grid Tied Inverter,2023.0
37261,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:55Z,2023-10-04 17:06:00.357000+00:00,2024-06-10T15:21:55Z,2023-12-13T05:00:00Z,830,Westwood,,48103,Installing roof mount solar panels.,2023.0
37263,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:21Z,2023-10-04 17:24:55.620000+00:00,2024-07-22T14:17:39Z,2024-01-23T05:00:00Z,1456,Woodland,,48103,Installing roof mounted solar panels.,2023.0
37266,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-11-01T21:19:18Z,2023-10-04 17:53:22.183000+00:00,2024-06-10T15:10:10Z,,711,Wesley,,48103,Installing roof mount solar panels.,2023.0
37789,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:43:55Z,2023-10-04 17:06:00.357000+00:00,2024-06-10T15:21:55Z,2023-12-13T05:00:00Z,830,Westwood,,48103,Installing roof mount solar panels.,2023.0
37791,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:42:21Z,2023-10-04 17:24:55.620000+00:00,2024-07-22T14:17:39Z,2024-01-23T05:00:00Z,1456,Woodland,,48103,Installing roof mounted solar panels.,2023.0
37794,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-11-01T21:19:18Z,2023-10-04 17:53:22.183000+00:00,2024-06-10T15:10:10Z,,711,Wesley,,48103,Installing roof mount solar panels.,2023.0
37811,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:01Z,2023-10-05 18:59:33.197000+00:00,2024-08-05T15:21:29Z,2024-03-03T05:00:00Z,2649,Bernice,,48103,7.8 kW Roof Mounted 20 Panel Solar Array,2023.0
37813,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-27T08:30:36Z,2023-10-05 19:24:15.310000+00:00,2024-09-03T15:44:36Z,2024-04-25T04:00:00Z,1621,Harbal,,48105,9.36 kW Roof Mounted 24 Panel Solar Array,2023.0
37830,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-10-14T19:44:29Z,2023-10-06 16:21:01.013000+00:00,2024-05-01T15:35:40Z,2023-11-04T04:00:00Z,1753,Ivywood,,48103,Installation of a roof-mounted solar array consisting of (16) solar panels with micro-inverters and (2) Tesla Powerwall batteries in the basement of the home.,2023.0
38161,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-10-24T16:26:13Z,2023-10-16 19:31:46.253000+00:00,2024-09-03T14:31:23Z,,1320,Baldwin,,48104,31.8 kW Solar Carport,2023.0
